,Unnamed: 0,Address,Beds,Bath,Size_sqft,Lot_Size,Agent_Name ,Agent_Company,Price,Walk_Score,Transit_Score,Bike_Score
291,291,"31243 Fredi St, Union City, Alameda County, CA, 94587",2,3.0,815,0.1 ac,Elizabeth Vera ,REALTY EXPERTS,"$775,000 USD",86.0,0.0,66.0
292,292,"3179 San Rafael Way, Union City, Alameda County, CA, 94587",4,2.0,"1,732",0.15 ac,Rene Nieva ,Re/Max Active Realty,"$1,398,000 USD",68.0,0.0,56.0
293,293,"32881 Arbor Vine Dr 4, Union City, Alameda County, CA, 94587",2,3.0,"1,362",3.57 ac,Jason Phuong Pham ,Intero Real Estate Services,"$749,000 USD",40.0,0.0,45.0
294,294,"4564 Niland ST, Union City, Alameda County, CA, 94587",6,5.0,"3,945",0.138 ac,Gary (gang) Liu ,Compass,"$2,580,000 USD",17.0,0.0,59.0
295,295,"4201 Apollo Cir, Union City, Alameda County, CA, 94587",4,3.0,"1,583",0.04 ac,Christine Wong ,United Brokers Real Estate,"$819,000 USD",80.0,0.0,57.0
296,296,"2172 Skylark CT 2, Union City, Alameda County, CA, 94587",2,3.0,903,0,Grover Barbaran ,Realty One Group Infinity,"$554,900 USD",83.0,0.0,73.0
297,297,"32455 Capitola Ct, Union City, Alameda County, CA, 94587",5,3.0,"3,028",0.14 ac,Navi Dhillon ,REALTY EXPERTS,"$2,398,000 USD",7.0,0.0,41.0
298,298,"32254 Crest Ln, Union City, Alameda County, CA, 94587",4,2.0,"1,463",0.14 ac,Jen Chien Teng ,Keller Williams Benchmark,"$1,350,000 USD",54.0,0.0,46.0
299,299,"32510 Karen Ct, Union City, Alameda County, CA, 94587",4,2.0,"1,682",0.17 ac,Jason Chen ,Intero Real Estate Services,"$1,450,000 USD",13.0,0.0,50.0
300,300,"4432 Viejo Way, Union City, Alameda County, CA, 94587",3,2.0,"1,155",0.04 ac,Ken Kho ,Legacy Real Estate & Assoc.,"$739,000 USD",62.0,0.0,57.0
301,301,"385 TAMARACKDRIVE, Union City, Alameda County, CA, 94587",3,2.0,"1,256",0.12 ac,Mayra Vera ,REALTY EXPERTS,"$899,000 USD",67.0,0.0,47.0
302,302,"32808 Regents Blvd, Union City, Alameda County, CA, 94587",5,3.0,"2,370",0.14 ac,Navi Dhillon ,REALTY EXPERTS,"$1,748,000 USD",22.0,0.0,53.0
303,303,"33737 14Th St, Union City, Alameda County, CA, 94587",2,1.0,"1,996",0.12 ac,Dominic Ng ,Legacy Real Estate & Assoc.,"$1,280,000 USD",62.0,0.0,57.0
304,304,"33838 7Th St, Union City, Alameda County, CA, 94587",3,2.0,"1,441",0.12 ac,Luz Delgado ,NeoTech Realty,"$949,000 USD",62.0,0.0,51.0
305,305,"4223 Queen Anne Dr, Union City, Alameda County, CA, 94587",3,2.0,"1,357",0.11 ac,Vikas Sharma ,Alliance Bay Realty,"$1,149,000 USD",36.0,0.0,59.0
306,306,"3146 San Rafael Way, Union City, Alameda County, CA, 94587",2,2.0,"1,365",0.25 ac,Heng Chieng ,Intero Real Estate Services,"$900,000 USD",64.0,0.0,52.0
307,307,"4424 Canterbury Way, Union City, Alameda County, CA, 94587",5,4.0,"2,392",0.11 ac,Rick Geha ,"eXp Realty of California, Inc","$1,649,888 USD",69.0,0.0,49.0
308,308,"2167 Medallion Dr 3, Union City, Alameda County, CA, 94587",3,2.0,"1,134",0.18 ac,Vishal Sharma ,Alliance Bay Realty,"$699,888 USD",36.0,0.0,46.0
309,309,"32414 Regents Blvd, Union City, Alameda County, CA, 94587",3,3.0,"1,792",0.19 ac,Navi Dhillon ,REALTY EXPERTS,"$1,550,000 USD",44.0,0.0,45.0
310,310,"34894 Herringbone Way, Union City, Alameda County, CA, 94587",4,3.0,"1,988",0.08 ac,Simon Kiang ,Re/Max Accord,"$1,399,000 USD",65.0,0.0,53.0
311,311,"73 Palm Dr., Union City, Alameda County, CA, 94587",3,2.0,"1,422",0,Alex Chow ,Alliance Manufactured Homes,"$425,000 USD",16.0,0.0,52.0
312,312,"4263 Marsten Ave, Union City, Alameda County, CA, 94587",6,4.0,"2,966",0.18 ac,Bryan VanHeusen ,Legacy Real Estate & Assoc.,"$1,540,000 USD",72.0,0.0,56.0
313,313,"32509 Deborah DR, Union City, Alameda County, CA, 94587",4,3.0,"2,031",0.151 ac,Nila Patel ,Keller Williams Realty - Cupertino,"$1,650,000 USD",20.0,0.0,42.0
314,314,"33039 Alicante Ter, Union City, Alameda County, CA, 94587",3,3.0,"1,344",1.42 ac,Sunmeet Anand ,WDB Realty and Finance Inc.,"$899,000 USD",28.0,0.0,43.0
315,315,"31243 Fredi St, Union City, Alameda County, CA, 94587",2,3.0,815,0.1 ac,Elizabeth Vera ,REALTY EXPERTS,"$775,000 USD",86.0,0.0,66.0
316,316,"3179 San Rafael Way, Union City, Alameda County, CA, 94587",4,2.0,"1,732",0.15 ac,Rene Nieva ,Re/Max Active Realty,"$1,398,000 USD",68.0,0.0,56.0
317,317,"32881 Arbor Vine Dr 4, Union City, Alameda County, CA, 94587",2,3.0,"1,362",3.57 ac,Jason Phuong Pham ,Intero Real Estate Services,"$749,000 USD",40.0,0.0,45.0
318,318,"4564 Niland ST, Union City, Alameda County, CA, 94587",6,5.0,"3,945",0.138 ac,Gary (gang) Liu ,Compass,"$2,580,000 USD",17.0,0.0,59.0
319,319,"4201 Apollo Cir, Union City, Alameda County, CA, 94587",4,3.0,"1,583",0.04 ac,Christine Wong ,United Brokers Real Estate,"$819,000 USD",80.0,0.0,57.0
320,320,"2172 Skylark CT 2, Union City, Alameda County, CA, 94587",2,3.0,903,0,Grover Barbaran ,Realty One Group Infinity,"$554,900 USD",83.0,0.0,73.0
321,321,"32455 Capitola Ct, Union City, Alameda County, CA, 94587",5,3.0,"3,028",0.14 ac,Navi Dhillon ,REALTY EXPERTS,"$2,398,000 USD",7.0,0.0,41.0
322,322,"32254 Crest Ln, Union City, Alameda County, CA, 94587",4,2.0,"1,463",0.14 ac,Jen Chien Teng ,Keller Williams Benchmark,"$1,350,000 USD",54.0,0.0,46.0
323,323,"32510 Karen Ct, Union City, Alameda County, CA, 94587",4,2.0,"1,682",0.17 ac,Jason Chen ,Intero Real Estate Services,"$1,450,000 USD",13.0,0.0,50.0
324,324,"4432 Viejo Way, Union City, Alameda County, CA, 94587",3,2.0,"1,155",0.04 ac,Ken Kho ,Legacy Real Estate & Assoc.,"$739,000 USD",62.0,0.0,57.0
325,325,"385 TAMARACKDRIVE, Union City, Alameda County, CA, 94587",3,2.0,"1,256",0.12 ac,Mayra Vera ,REALTY EXPERTS,"$899,000 USD",67.0,0.0,47.0
326,326,"32808 Regents Blvd, Union City, Alameda County, CA, 94587",5,3.0,"2,370",0.14 ac,Navi Dhillon ,REALTY EXPERTS,"$1,748,000 USD",22.0,0.0,53.0
327,327,"33737 14Th St, Union City, Alameda County, CA, 94587",2,1.0,"1,996",0.12 ac,Dominic Ng ,Legacy Real Estate & Assoc.,"$1,280,000 USD",62.0,0.0,57.0
328,328,"33838 7Th St, Union City, Alameda County, CA, 94587",3,2.0,"1,441",0.12 ac,Luz Delgado ,NeoTech Realty,"$949,000 USD",62.0,0.0,51.0
329,329,"4223 Queen Anne Dr, Union City, Alameda County, CA, 94587",3,2.0,"1,357",0.11 ac,Vikas Sharma ,Alliance Bay Realty,"$1,149,000 USD",36.0,0.0,59.0
330,330,"3146 San Rafael Way, Union City, Alameda County, CA, 94587",2,2.0,"1,365",0.25 ac,Heng Chieng ,Intero Real Estate Services,"$900,000 USD",64.0,0.0,52.0
331,331,"1823 62nd St, Berkeley, Alameda County, CA, 94703",7,5.0,"3,965",0.12 ac,Erin McKeon ,Keller Williams Realty,"$1,995,000 USD",92.0,62.0,99.0
332,332,"1721 Berkeley WAY 9, Berkeley, Alameda County, CA, 94703",2,3.0,805,0,Brian G Lee ,KW Santa Clara Valley Inc,"$639,000 USD",96.0,70.0,99.0
333,333,"2503 REGENT ST, Berkeley, Alameda County, CA, 94704",2,2.0,"2,914",0.09 ac,John Koenigshofer ,WINKLER REAL ESTATE GROUP,"$1,395,000 USD",98.0,65.0,93.0
334,334,"2710 Cedar St, Berkeley, Alameda County, CA, 94709",4,3.0,"3,119",0.18 ac,Anja Plowright ,THE GRUBB CO. INC.,"$2,895,000 USD",69.0,55.0,49.0
335,335,"2329 Seventh Street, Berkeley, Alameda County, CA, 94710",3,2.0,"1,293",0.12 ac,Shalene Rose ,Corcoran Global Living,"$1,195,000 USD",91.0,56.0,97.0
336,336,"1281 Berkeley Way, Berkeley, Alameda County, CA, 94702",4,3.0,"1,814",0.1 ac,Brenda Avilla-Kintz ,Realty One Group AMR,"$1,088,000 USD",94.0,66.0,100.0
337,337,"21 Live Oak Rd, Berkeley, Alameda County, CA, 94705",4,4.0,"4,617",0.22 ac,Bebe McRae ,THE GRUBB CO. INC.,"$2,495,000 USD",5.0,29.0,21.0
338,338,"84 Plaza Dr, Berkeley, Alameda County, CA, 94705",3,2.0,"1,697",0.13 ac,Faye Keogh ,THE GRUBB CO. INC.,"$1,750,000 USD",84.0,44.0,67.0
339,339,"7164 Buckingham Blvd, Berkeley, Alameda County, CA, 94705",3,3.0,"2,904",0.15 ac,Linda Ehrich ,Village Associates Real Estate,"$1,595,000 USD",4.0,16.0,29.0
340,340,"2214 Browning Street, Berkeley, Alameda County, CA, 94702",3,2.0,"1,560",0.09 ac,Gretchen Roethle ,THE GRUBB CO. INC.,"$1,249,000 USD",92.0,64.0,99.0
341,341,"2708 Prince St, Berkeley, Alameda County, CA, 94705",2,2.0,"1,060",0.1 ac,Diana Yonkouski ,BAY AREA PROPERTIES,"$1,250,000 USD",96.0,55.0,93.0
342,342,"1734 CEDAR STREET, Berkeley, Alameda County, CA, 94703",4,4.0,"2,143",0.09 ac,David Gunderman ,KW Advisors,"$1,995,000 USD",88.0,67.0,97.0
343,343,"1938 Hopkins St, Berkeley, Alameda County, CA, 94707",3,2.0,"1,180",0,Aaron Brown ,KW Advisors,"$1,095,000 USD",78.0,48.0,82.0
344,344,"570 Woodmont Ave, Berkeley, Alameda County, CA, 94708",3,3.0,"2,663",0.2 ac,Candice Economides ,THE GRUBB CO. INC.,"$1,695,000 USD",25.0,35.0,25.0
345,345,"2322 Acton St, Berkeley, Alameda County, CA, 94702",4,3.0,"2,242",0.08 ac,Heidi Marchesotti ,Corcoran Global Living,"$1,750,000 USD",88.0,64.0,96.0
346,346,"1744 McGee Ave, Berkeley, Alameda County, CA, 94703",3,2.0,"1,236",0.07 ac,Leah Tounger ,KW Advisors,"$1,099,000 USD",90.0,69.0,99.0
347,347,"1823 62nd St, Berkeley, Alameda County, CA, 94703",7,5.0,"3,965",0.12 ac,Erin McKeon ,Keller Williams Realty,"$1,995,000 USD",92.0,62.0,99.0
348,348,"1721 Berkeley WAY 9, Berkeley, Alameda County, CA, 94703",2,3.0,805,0,Brian G Lee ,KW Santa Clara Valley Inc,"$639,000 USD",96.0,70.0,99.0
349,349,"2503 REGENT ST, Berkeley, Alameda County, CA, 94704",2,2.0,"2,914",0.09 ac,John Koenigshofer ,WINKLER REAL ESTATE GROUP,"$1,395,000 USD",98.0,65.0,93.0
350,350,"2710 Cedar St, Berkeley, Alameda County, CA, 94709",4,3.0,"3,119",0.18 ac,Anja Plowright ,THE GRUBB CO. INC.,"$2,895,000 USD",69.0,55.0,49.0
351,351,"2329 Seventh Street, Berkeley, Alameda County, CA, 94710",3,2.0,"1,293",0.12 ac,Shalene Rose ,Corcoran Global Living,"$1,195,000 USD",91.0,56.0,97.0
352,352,"1281 Berkeley Way, Berkeley, Alameda County, CA, 94702",4,3.0,"1,814",0.1 ac,Brenda Avilla-Kintz ,Realty One Group AMR,"$1,088,000 USD",94.0,66.0,100.0
353,353,"21 Live Oak Rd, Berkeley, Alameda County, CA, 94705",4,4.0,"4,617",0.22 ac,Bebe McRae ,THE GRUBB CO. INC.,"$2,495,000 USD",5.0,29.0,21.0
354,354,"84 Plaza Dr, Berkeley, Alameda County, CA, 94705",3,2.0,"1,697",0.13 ac,Faye Keogh ,THE GRUBB CO. INC.,"$1,750,000 USD",84.0,44.0,67.0
355,355,"7164 Buckingham Blvd, Berkeley, Alameda County, CA, 94705",3,3.0,"2,904",0.15 ac,Linda Ehrich ,Village Associates Real Estate,"$1,595,000 USD",4.0,16.0,29.0
356,356,"2214 Browning Street, Berkeley, Alameda County, CA, 94702",3,2.0,"1,560",0.09 ac,Gretchen Roethle ,THE GRUBB CO. INC.,"$1,249,000 USD",92.0,64.0,99.0
357,357,"2708 Prince St, Berkeley, Alameda County, CA, 94705",2,2.0,"1,060",0.1 ac,Diana Yonkouski ,BAY AREA PROPERTIES,"$1,250,000 USD",96.0,55.0,93.0
358,358,"1734 CEDAR STREET, Berkeley, Alameda County, CA, 94703",4,4.0,"2,143",0.09 ac,David Gunderman ,KW Advisors,"$1,995,000 USD",88.0,67.0,97.0
359,359,"1938 Hopkins St, Berkeley, Alameda County, CA, 94707",3,2.0,"1,180",0,Aaron Brown ,KW Advisors,"$1,095,000 USD",78.0,48.0,82.0
360,360,"570 Woodmont Ave, Berkeley, Alameda County, CA, 94708",3,3.0,"2,663",0.2 ac,Candice Economides ,THE GRUBB CO. INC.,"$1,695,000 USD",25.0,35.0,25.0
361,361,"2322 Acton St, Berkeley, Alameda County, CA, 94702",4,3.0,"2,242",0.08 ac,Heidi Marchesotti ,Corcoran Global Living,"$1,750,000 USD",88.0,64.0,96.0
362,362,"1744 McGee Ave, Berkeley, Alameda County, CA, 94703",3,2.0,"1,236",0.07 ac,Leah Tounger ,KW Advisors,"$1,099,000 USD",90.0,69.0,99.0
363,363,"311 Sylvia AVE, Milpitas, Santa Clara County, CA, 95035",5,2.0,"1,652",0.117 ac,Alex Pena ,David Lyng Real Estate,"$1,277,800 USD",77.0,42.0,73.0
364,364,"2018 Wellington DR, Milpitas, Santa Clara County, CA, 95035",5,4.0,"4,454",0.978 ac,Hoang Dam ,Intero Real Estate Services,"$3,985,000 USD",5.0,30.0,31.0
365,365,"1988 Lee Way , Milpitas, Santa Clara County, CA, 95035",3,3.5,"1,640",0,"Cindy Lin, Broker ","Cindy Lin, Broker","$1,249,000 USD",49.0,61.0,73.0
366,366,"1312 Acadia AVE, Milpitas, Santa Clara County, CA, 95035",4,3.0,"1,586",0.131 ac,David Lewis Group ,Compass,"$1,468,888 USD",51.0,28.0,66.0
367,367,"459 Woodcock CT, Milpitas, Santa Clara County, CA, 95035",5,2.0,"1,634",0.135 ac,Boyenga Team ,Compass,"$1,480,000 USD",48.0,37.0,58.0
368,368,"1788 Burley DR, Milpitas, Santa Clara County, CA, 95035",4,2.0,"1,382",0.138 ac,Maggie Guo ,Compass,"$1,319,888 USD",41.0,21.0,59.0
369,369,"404 Dempsey RD 107, Milpitas, Santa Clara County, CA, 95035",2,4.0,842,0,David Cao ,eXp Realty of California Inc.,"$499,000 USD",69.0,29.0,70.0
370,370,"1348 Knollview Dr , Milpitas, Santa Clara County, CA, 95035",4,2.0,"1,743",0,Sally Tzeng ,BRG REALTY,"$1,739,000 USD",66.0,38.0,71.0
371,371,"792 Erie PL, Milpitas, Santa Clara County, CA, 95035",4,3.0,"1,860",0.077 ac,Matt Cossell ,KW Bay Area Estates,"$1,595,000 USD",54.0,38.0,67.0
372,372,"633 Angus DR, Milpitas, Santa Clara County, CA, 95035",4,3.0,"3,274",0,Maya Hsu ,Compass,"$2,999,000 USD",63.0,36.0,71.0
373,373,"54 Pimentel Cir, Milpitas, Santa Clara County, CA, 95035",4,4.0,"2,155",0.04 ac,Radhika Bakshi ,Intero Real Estate Services,"$1,575,000 USD",72.0,32.0,66.0
374,374,"1464 Edsel DR, Milpitas, Santa Clara County, CA, 95035",3,2.0,"1,100",0.145 ac,Sophia Wong ,KW Bay Area Estates,"$1,228,800 USD",53.0,27.0,63.0
375,375,"311 Sylvia AVE, Milpitas, Santa Clara County, CA, 95035",5,2.0,"1,652",0.117 ac,Alex Pena ,David Lyng Real Estate,"$1,277,800 USD",77.0,42.0,73.0
376,376,"2018 Wellington DR, Milpitas, Santa Clara County, CA, 95035",5,4.0,"4,454",0.978 ac,Hoang Dam ,Intero Real Estate Services,"$3,985,000 USD",5.0,30.0,31.0
377,377,"1988 Lee Way , Milpitas, Santa Clara County, CA, 95035",3,3.5,"1,640",0,"Cindy Lin, Broker ","Cindy Lin, Broker","$1,249,000 USD",49.0,61.0,73.0
378,378,"1312 Acadia AVE, Milpitas, Santa Clara County, CA, 95035",4,3.0,"1,586",0.131 ac,David Lewis Group ,Compass,"$1,468,888 USD",51.0,28.0,66.0
379,379,"459 Woodcock CT, Milpitas, Santa Clara County, CA, 95035",5,2.0,"1,634",0.135 ac,Boyenga Team ,Compass,"$1,480,000 USD",48.0,37.0,58.0
380,380,"1788 Burley DR, Milpitas, Santa Clara County, CA, 95035",4,2.0,"1,382",0.138 ac,Maggie Guo ,Compass,"$1,319,888 USD",41.0,21.0,59.0
381,381,"404 Dempsey RD 107, Milpitas, Santa Clara County, CA, 95035",2,4.0,842,0,David Cao ,eXp Realty of California Inc.,"$499,000 USD",69.0,29.0,70.0
382,382,"1348 Knollview Dr , Milpitas, Santa Clara County, CA, 95035",4,2.0,"1,743",0,Sally Tzeng ,BRG REALTY,"$1,739,000 USD",66.0,38.0,71.0
383,383,"792 Erie PL, Milpitas, Santa Clara County, CA, 95035",4,3.0,"1,860",0.077 ac,Matt Cossell ,KW Bay Area Estates,"$1,595,000 USD",54.0,38.0,67.0
384,384,"633 Angus DR, Milpitas, Santa Clara County, CA, 95035",4,3.0,"3,274",0,Maya Hsu ,Compass,"$2,999,000 USD",63.0,36.0,71.0
385,385,"54 Pimentel Cir, Milpitas, Santa Clara County, CA, 95035",4,4.0,"2,155",0.04 ac,Radhika Bakshi ,Intero Real Estate Services,"$1,575,000 USD",72.0,32.0,66.0
386,386,"1464 Edsel DR, Milpitas, Santa Clara County, CA, 95035",3,2.0,"1,100",0.145 ac,Sophia Wong ,KW Bay Area Estates,"$1,228,800 USD",53.0,27.0,63.0
387,387,"7832 Foothill Rd, Pleasanton, Alameda County, CA, 94566",5,4.0,"4,477",0.92 ac,David Darby ,Keller Williams Tri-Valley,"$3,872,000 USD",0.0,0.0,30.0
388,388,"3013 Calle De La Mesa, Pleasanton, Alameda County, CA, 94566",4,3.0,"2,212",0.115 ac,Peggy Chau ,eXp Realty of California Inc.,"$1,679,000 USD",30.0,21.0,64.0
389,389,"3193 Chardonnay Dr, Pleasanton, Alameda County, CA, 94566",4,3.0,"2,645",0.3 ac,Mike Carey ,Investment Real Estate,"$1,775,000 USD",55.0,31.0,55.0
390,390,"1558Trimingham Drive, Pleasanton, Alameda County, CA, 94566",3,3.0,"3,122",0,Janet Anderson ,Keller Williams - Stockton,"$1,125,000 USD",74.0,32.0,75.0
391,391,"1541 Trimingham Drive, Pleasanton, Alameda County, CA, 94566",3,3.0,"1,920",0.08 ac,Jeff Clyma ,Re/Max Accord,"$1,425,000 USD",74.0,32.0,75.0
392,392,"2850 Calle Reynoso, Pleasanton, Alameda County, CA, 94566",5,3.0,"2,469",0.16 ac,Jo Ann Luisi ,Compass,"$1,799,950 USD",15.0,21.0,67.0
393,393,"3417Smoketree Commons 147, Pleasanton, Alameda County, CA, 94566",2,2.0,856,0,Janet Anderson ,Keller Williams - Stockton,"$649,000 USD",50.0,32.0,68.0
394,394,"7615 Canyon Meadow Cir C, Pleasanton, Alameda County, CA, 94588",2,1.0,790,0,Gabriele Orbell ,Keller Williams Realty,"$495,000 USD",1.0,13.0,24.0
395,395,"3143 Thistledown Ct, Pleasanton, Alameda County, CA, 94588",4,2.0,"1,959",0.14 ac,Sherry Nigg ,Re/Max Accord,"$1,598,000 USD",19.0,32.0,64.0
396,396,"409 Neal St, Pleasanton, Alameda County, CA, 94566",3,3.0,"2,262",0.21 ac,Liz Venema ,Keller Williams Tri-Valley,"$1,850,000 USD",83.0,33.0,38.0
397,397,"4738 Woodthrush Ct, Pleasanton, Alameda County, CA, 94566",4,3.0,"1,800",0.17 ac,Kaajal Shahani ,Intero Real Estate Services,"$1,849,000 USD",46.0,34.0,71.0
398,398,"4328 Addison Way, Pleasanton, Alameda County, CA, 94588",3,2.0,"1,614",0.145 ac,Julia Murtagh ,Compass,"$1,369,000 USD",68.0,35.0,76.0
399,399,"3592 Gresham Ct, Pleasanton, Alameda County, CA, 94588",4,3.0,"2,600",0.3 ac,Rebecca Bruner ,Re/Max Accord,"$1,675,000 USD",74.0,35.0,80.0
400,400,"3263 Vineyard Ave. #69, Pleasanton, Alameda County, CA, 94566",3,2.0,"1,344",0,Alexander Ho ,Alliance Manufactured Homes,"$409,000 USD",43.0,33.0,73.0
401,401,"4108 Jensen St, Pleasanton, Alameda County, CA, 94566",3,1.0,"1,040",0.14 ac,Miranda Mattos ,Compass,"$899,000 USD",74.0,33.0,75.0
402,402,"3350 Hadsell Ct, Pleasanton, Alameda County, CA, 94588",4,3.0,"1,914",0.1 ac,Jeannine Rinetti ,"Rinetti & Co., REALTORS®","$1,698,000 USD",36.0,32.0,61.0
403,403,"567 Bonita Ave, Pleasanton, Alameda County, CA, 94566",3,2.0,"1,571",0.18 ac,Mike Carey ,Investment Real Estate,"$1,698,000 USD",65.0,32.0,33.0
404,404,"3738 N Hawaii Court, Pleasanton, Alameda County, CA, 94588",4,2.0,"1,760",0.15 ac,Corey Green ,Keller Williams Tri-Valley,"$1,528,000 USD",42.0,27.0,71.0
405,405,"5525 Old School Rd, Pleasanton, Contra Costa County, CA, 94588",4,3.0,"2,940",2.28 ac,Gregory Jackson ,Compass,"$2,695,000 USD",7.0,0.0,8.0
406,406,"4854 Braxton Pl, Pleasanton, Alameda County, CA, 94566",5,4.0,"3,609",0.23 ac,DeAnna Armario ,Keller Williams Tri-Valley,"$2,585,000 USD",15.0,21.0,11.0
407,407,"6981 Corte Antonio, Pleasanton, Alameda County, CA, 94566",4,3.0,"2,336",0.16 ac,Liz Venema ,Keller Williams Tri-Valley,"$1,895,000 USD",16.0,20.0,64.0
408,408,"37 Castledown Rd, Pleasanton, Alameda County, CA, 94566",3,4.0,"2,564",0.48 ac,Sheri Case McNutt ,Legacy Real Estate & Assoc.,"$1,999,950 USD",7.0,0.0,11.0
409,409,"8015 Canyon Creek Cir, Pleasanton, Alameda County, CA, 94588",5,4.0,"2,127",0.12 ac,Jake Fahnhorst ,Keller Williams Tri-Valley,"$1,699,000 USD",2.0,9.0,20.0
410,410,"7832 Foothill Rd, Pleasanton, Alameda County, CA, 94566",5,4.0,"4,477",0.92 ac,David Darby ,Keller Williams Tri-Valley,"$3,872,000 USD",0.0,0.0,30.0
411,411,"3013 Calle De La Mesa, Pleasanton, Alameda County, CA, 94566",4,3.0,"2,212",0.115 ac,Peggy Chau ,eXp Realty of California Inc.,"$1,679,000 USD",30.0,21.0,64.0
412,412,"3193 Chardonnay Dr, Pleasanton, Alameda County, CA, 94566",4,3.0,"2,645",0.3 ac,Mike Carey ,Investment Real Estate,"$1,775,000 USD",55.0,31.0,55.0
413,413,"1558Trimingham Drive, Pleasanton, Alameda County, CA, 94566",3,3.0,"3,122",0,Janet Anderson ,Keller Williams - Stockton,"$1,125,000 USD",74.0,32.0,75.0
414,414,"1541 Trimingham Drive, Pleasanton, Alameda County, CA, 94566",3,3.0,"1,920",0.08 ac,Jeff Clyma ,Re/Max Accord,"$1,425,000 USD",74.0,32.0,75.0
415,415,"2850 Calle Reynoso, Pleasanton, Alameda County, CA, 94566",5,3.0,"2,469",0.16 ac,Jo Ann Luisi ,Compass,"$1,799,950 USD",15.0,21.0,67.0
416,416,"3417Smoketree Commons 147, Pleasanton, Alameda County, CA, 94566",2,2.0,856,0,Janet Anderson ,Keller Williams - Stockton,"$649,000 USD",50.0,32.0,68.0
417,417,"7615 Canyon Meadow Cir C, Pleasanton, Alameda County, CA, 94588",2,1.0,790,0,Gabriele Orbell ,Keller Williams Realty,"$495,000 USD",1.0,13.0,24.0
418,418,"3143 Thistledown Ct, Pleasanton, Alameda County, CA, 94588",4,2.0,"1,959",0.14 ac,Sherry Nigg ,Re/Max Accord,"$1,598,000 USD",19.0,32.0,64.0
419,419,"409 Neal St, Pleasanton, Alameda County, CA, 94566",3,3.0,"2,262",0.21 ac,Liz Venema ,Keller Williams Tri-Valley,"$1,850,000 USD",83.0,33.0,38.0
420,420,"4738 Woodthrush Ct, Pleasanton, Alameda County, CA, 94566",4,3.0,"1,800",0.17 ac,Kaajal Shahani ,Intero Real Estate Services,"$1,849,000 USD",46.0,34.0,71.0
421,421,"4328 Addison Way, Pleasanton, Alameda County, CA, 94588",3,2.0,"1,614",0.145 ac,Julia Murtagh ,Compass,"$1,369,000 USD",68.0,35.0,76.0
422,422,"3592 Gresham Ct, Pleasanton, Alameda County, CA, 94588",4,3.0,"2,600",0.3 ac,Rebecca Bruner ,Re/Max Accord,"$1,675,000 USD",74.0,35.0,80.0
423,423,"3263 Vineyard Ave. #69, Pleasanton, Alameda County, CA, 94566",3,2.0,"1,344",0,Alexander Ho ,Alliance Manufactured Homes,"$409,000 USD",43.0,33.0,73.0
424,424,"4108 Jensen St, Pleasanton, Alameda County, CA, 94566",3,1.0,"1,040",0.14 ac,Miranda Mattos ,Compass,"$899,000 USD",74.0,33.0,75.0
425,425,"3350 Hadsell Ct, Pleasanton, Alameda County, CA, 94588",4,3.0,"1,914",0.1 ac,Jeannine Rinetti ,"Rinetti & Co., REALTORS®","$1,698,000 USD",36.0,32.0,61.0
426,426,"567 Bonita Ave, Pleasanton, Alameda County, CA, 94566",3,2.0,"1,571",0.18 ac,Mike Carey ,Investment Real Estate,"$1,698,000 USD",65.0,32.0,33.0
427,427,"3738 N Hawaii Court, Pleasanton, Alameda County, CA, 94588",4,2.0,"1,760",0.15 ac,Corey Green ,Keller Williams Tri-Valley,"$1,528,000 USD",42.0,27.0,71.0
428,428,"5525 Old School Rd, Pleasanton, Contra Costa County, CA, 94588",4,3.0,"2,940",2.28 ac,Gregory Jackson ,Compass,"$2,695,000 USD",7.0,0.0,8.0
429,429,"4854 Braxton Pl, Pleasanton, Alameda County, CA, 94566",5,4.0,"3,609",0.23 ac,DeAnna Armario ,Keller Williams Tri-Valley,"$2,585,000 USD",15.0,21.0,11.0
430,430,"6981 Corte Antonio, Pleasanton, Alameda County, CA, 94566",4,3.0,"2,336",0.16 ac,Liz Venema ,Keller Williams Tri-Valley,"$1,895,000 USD",16.0,20.0,64.0
431,431,"37 Castledown Rd, Pleasanton, Alameda County, CA, 94566",3,4.0,"2,564",0.48 ac,Sheri Case McNutt ,Legacy Real Estate & Assoc.,"$1,999,950 USD",7.0,0.0,11.0
432,432,"8015 Canyon Creek Cir, Pleasanton, Alameda County, CA, 94588",5,4.0,"2,127",0.12 ac,Jake Fahnhorst ,Keller Williams Tri-Valley,"$1,699,000 USD",2.0,9.0,20.0
433,433,"7832 Foothill Rd, Pleasanton, Alameda County, CA, 94566",5,4.0,"4,477",0.92 ac,David Darby ,Keller Williams Tri-Valley,"$3,872,000 USD",0.0,0.0,30.0
434,434,"3013 Calle De La Mesa, Pleasanton, Alameda County, CA, 94566",4,3.0,"2,212",0.115 ac,Peggy Chau ,eXp Realty of California Inc.,"$1,679,000 USD",30.0,21.0,64.0
435,435,"3193 Chardonnay Dr, Pleasanton, Alameda County, CA, 94566",4,3.0,"2,645",0.3 ac,Mike Carey ,Investment Real Estate,"$1,775,000 USD",55.0,31.0,55.0
436,436,"1558Trimingham Drive, Pleasanton, Alameda County, CA, 94566",3,3.0,"3,122",0,Janet Anderson ,Keller Williams - Stockton,"$1,125,000 USD",74.0,32.0,75.0
